,Meat,Seafood,Mexican,Italian,Pork,Korean,Asian,Fish,Starch,Ground_meat
Roast Pork With Maple And Mustard Glaze,0.006250602727128071,0.0062503413869121095,0.006250355228751513,0.006250314302801249,0.8628069394618461,0.08718881267320289,0.006251629144632724,0.006250406274562266,0.006250274439058917,0.00625032436110421
Roast Quail With Cured Lemon ,0.46598346597715035,0.005556734338136298,0.0055577139346484694,0.00555583410509109,0.005556078271455035,0.005555740324607305,0.005556470802253152,0.48956613006879474,0.0055561736305144785,0.005555658547349146
Roasted Butternut Squash And Garlic Lasagna,0.3300649344027744,0.29782375534457206,0.004546921629408769,0.340286626877698,0.004546028446574392,0.004545973063641202,0.004546325613732278,0.004547102689504993,0.004546488583517682,0.004545843348576321
Roasted Cauliflower Steaks,0.44449577045541816,0.005883402021392997,0.005882674146060589,0.00588290935667866,0.005883009810384647,0.005882778650155299,0.005882961181164239,0.5084395256299389,0.0058844102787020906,0.005882558470104384
Roasted Cherry Tomatoes With Angel Hair,0.09668109496316163,0.519591850838066,0.00500026860466174,0.0050018629173218,0.00500054075198551,0.005000264268212226,0.005000388552915436,0.3487223666281179,0.00500117578260268,0.005000186692955157
Roasted Lamb Breast,0.43693239333742134,0.4169730308557066,0.12350876277878307,0.003226223675947073,0.003227031805597673,0.0032263210524523787,0.003226972213048758,0.0032268045220172487,0.003226545479372074,0.0032259142796537085
Roasted Pork Tenderloin With Fresh Plum Sauce ,0.9549881956475551,0.005000980667423038,0.005000340485927769,0.005002613666095249,0.005001633699957158,0.005001755021808784,0.0050012349262780744,0.0050025041337695315,0.005000492530646824,0.005000249220538371
Roasted Rack Of Lamb,0.43844189970435943,0.005001028349943305,0.00500031438711195,0.005000706758292308,0.24200728022935977,0.005000512633921456,0.005000392934697803,0.28454619110684276,0.005000810309332893,0.0050008635861384446
Rocks T Bone Steaks,0.005884679504650257,0.005882973918392694,0.00588374127613225,0.005882929766016186,0.005883887021955219,0.005882828679477325,0.005884094584357401,0.947049126282072,0.005882687169465519,0.005883051797481186
Rolled Dumplings,0.01111383733554422,0.011113286238413298,0.3302007844233784,0.011111973125387701,0.011113365348653117,0.01111111112543738,0.011112458785387585,0.01111241821255208,0.580897435133353,0.01111333027189313
Rolled Flank Steak,0.0934427537236069,0.00476328438844338,0.004762640731848909,0.4153634056904117,0.004762226570041096,0.08353386608758459,0.004763167537857296,0.37908211782067397,0.0047626209361221125,0.004763916513410059
Roman Style Gnocchi,0.005001378143402185,0.3274344107803949,0.005000581454320352,0.005000685759128365,0.0050007184900776255,0.005000033951669036,0.005000488473670242,0.005000564570173098,0.6325605898958684,0.005000548481295656
Ronaldos Beef Carnitas,0.00909375165830091,0.009093488413621405,0.9181584036744795,0.009093664826120451,0.009094144660736336,0.009093980467226584,0.009093553366560725,0.009094701868566663,0.009091762936443433,0.009092548127944081
Root Beer And Sesame Glazed Ribs,0.23059104510474956,0.0032263065974083138,0.003226181658461147,0.0032262657275468143,0.0032267284809608878,0.6871870767549653,0.05963716265796381,0.0032270534995876544,0.0032261055646054058,0.0032260739537512137
Ropa Vieja Cuban Beef,0.002500782511864609,0.002500402527956168,0.1430562254298249,0.002500498318488239,0.002500849020858333,0.002501389660436941,0.002501414536271713,0.8369369299669593,0.0025006161966761938,0.0025008918306636484
Rosemary Braised Lamb Shanks,0.8262144922093428,0.004546370944474247,0.004546569337560908,0.004546163616462924,0.004545939396632902,0.00454593714773343,0.004546047118288897,0.13741671414463913,0.004545994067198709,0.004545772017665956
Rosemary Roasted Turkey,0.29433060787025145,0.6389913199912908,0.008334078534878117,0.0083355543024603,0.008335268325368309,0.00833424662871571,0.008334264593349874,0.008335880526233344,0.008334932162135171,0.008333847065317087
Salisbury Steak With Mushrooms,0.9357026980155345,0.007144140209423137,0.007144190970643988,0.007144610318455401,0.0071435233631327415,0.007143398394217451,0.007144190924717942,0.007143588711823166,0.007143792985946807,0.007145866106104818
Salmon Patties I,0.014288766140171013,0.014289271025787118,0.014286463874432742,0.014289342122049232,0.014286350133532832,0.014288745982958394,0.014287585095364009,0.5360720566326149,0.014288725288036186,0.3496226937050535
Salmon With Brown Sugar Glaze,0.010001123962103118,0.01000118567700556,0.010000534751590679,0.010000507306384392,0.9099831387881497,0.010004154108929728,0.01000275832627876,0.010004327918649818,0.010000663461407242,0.010001605699500751
Salmon With Dill,0.6017782607605624,0.009093052752116195,0.009092434054740814,0.009091890230492667,0.009092934008782007,0.009092321100520143,0.009092827194331405,0.3254810677884679,0.00909160214774855,0.009093609962237958
Salmon With Lemon And Dill,0.33383573233779185,0.007694492510998585,0.007693234750295249,0.007692976159647606,0.00769384965402244,0.0076928503522903655,0.007693479262163143,0.6046158546451346,0.007692809942603648,0.007694720385052463
Salmon With Tomatoes,0.392693170758267,0.35144212048687873,0.0038464321770650596,0.0038475446201431587,0.0038466857892218986,0.14208448295955506,0.0038471427773002303,0.09069860712802288,0.0038468710379619907,0.0038469422655839705
Salt Crusted Beef Tenderloin,0.5494166383628014,0.00769448667355385,0.007693617193783241,0.007694043303105224,0.38902913383225857,0.007694109807581545,0.007694510476880328,0.007694725716941919,0.007694209693579471,0.0076945249395143295
Samosadilla Samosa Quesadilla,0.4890648045290314,0.0021742002554401016,0.07459037738173106,0.0021741135969839884,0.002174087528811195,0.0021743195888983074,0.04107551933382263,0.3822243053981624,0.0021742457581279922,0.0021740266289909547
Santa Maria Grilled Tri Tip Beef ,0.5024368584988927,0.0041673957631770215,0.004167374595030991,0.004167229433081387,0.4642235328760566,0.004167503162225472,0.004167660595775067,0.004167977136200168,0.004167104208755472,0.0041673637308050045
Sarges Ez Pulled Pork Bbq,0.59713613502628,0.010000647223116728,0.010002583160838994,0.010000826188995083,0.3228556956500425,0.010000277731854575,0.010001015578845826,0.010000745603583258,0.010000691850907,0.01000138198553612
Sauce Rosee,0.003572556489097647,0.24902862147120294,0.003572257402786375,0.1432827029351752,0.0035722589735099723,0.0035723895287078367,0.15541146165264053,0.43084370238038855,0.003572174505954835,0.003571874660536056
Sausage And Bow Tie Pasta Florentine,0.005556582144556443,0.10759944446402622,0.005556024616846669,0.7606481055098604,0.005556357981906514,0.09285750813381331,0.005556305075177152,0.005556924129764636,0.005556469171238619,0.005556278772809766
Sausage And Rice Stuffed Acorn Squash,0.5203867532141098,0.0033337785014935493,0.0033346498439646485,0.003334279883890068,0.0033335947664920266,0.0033338570792875635,0.003333770394501077,0.0033345987781866833,0.45294115799824186,0.003333559539832758
Sausage And Sauerkraut,0.009091699025924231,0.009091211260132341,0.009091138714844784,0.00909187462367754,0.009093761887935915,0.009094840478849118,0.009091742973718358,0.009091777026642583,0.00909133274816653,0.9181706212601086
Sausage Pasta,0.006251461680951838,0.006251476661996312,0.1152790967583082,0.6714911905725796,0.006250303105254478,0.006250698737368974,0.006250617131317817,0.0062515255593987955,0.16947325154647605,0.006250378246348062
Sausage Peppers Onions And Potato Bake,0.00370518126754738,0.209651733423734,0.003704697865644979,0.003705262738779798,0.0037040087332722215,0.0037041532857592526,0.0037040690365135152,0.7607119057456796,0.003704743053799143,0.0037042448492700325
Savory Buttermilk Meatloaf ,0.23989048480081107,0.1003993944541748,0.0038474664599145885,0.0038471511315296488,0.3956662219044735,0.003847156302994788,0.0038469172301020195,0.003846708197521874,0.003846884924223975,0.24096161459425364
Scallops With Arugula Lentils And Butter Beans ,0.5338991212440368,0.4239846257575787,0.005266440008668288,0.005264737865598989,0.005263960799841525,0.005264028303341253,0.005263714482668696,0.00526506015533835,0.005264374030988296,0.005263937351939124
Scott Hibbs Amazing Whisky Grilled Baby Back Ribs,0.1613700441700985,0.002500435365340677,0.002500437904413326,0.002500710588659411,0.6619029568764934,0.1592229244091722,0.002500754161207042,0.0025008043058204325,0.0025004470250234636,0.002500485193771555
Scott Ures Clams And Garlic,0.008334178212573375,0.9249920196913664,0.008333554457440478,0.008334339900227425,0.00833371273866315,0.008334670433493672,0.00833404654286253,0.008335639388694959,0.008334321123443775,0.008333517511234298
Sea Bass A La Michele,0.7133401942792392,0.005000922478318573,0.0050013130650750914,0.005000404476481047,0.0050009882226942125,0.005001325006203892,0.005000855233275438,0.2466527817075209,0.00500100914771233,0.005000206383479255
Sea Bass Cuban Style,0.004167450584744858,0.11735469981689152,0.004166932567414189,0.004167172215269837,0.004166863280918138,0.004167271983764095,0.004167040791966659,0.8493082718754765,0.004167446965674058,0.004166849917880184
Sea Bass San Sebastian,0.8228172461819702,0.0032263493532770386,0.003226597317329894,0.0032261685556929914,0.003226512046178365,0.003226822562918944,0.0032266476365580927,0.1513712194044895,0.003226322912615602,0.003226114028969579
Seafood Lasagna Ii,0.05140136314322984,0.44009026070052976,0.003846608594095095,0.4258153295345254,0.05961326948992674,0.0038466335194270963,0.00384650108039558,0.0038468615728937065,0.0038467285433182222,0.00384644382165864
Seafood Sausage,0.4658629565284924,0.5083240614352335,0.0032273487595669945,0.0032265284162958977,0.0032261998388679295,0.003226670470257687,0.0032268145635415964,0.0032266418938095703,0.0032264607386891945,0.0032263173552453
Seans Falafel And Cucumber Sauce,0.7975252651648369,0.0026322756271670565,0.0026321165474756394,0.002632202135184521,0.0026318771933190772,0.0026319039229576666,0.002632139259537136,0.18141780246120798,0.002632210908831517,0.0026322067794824263
Seared Ahi Tuna Steaks,0.21101366174795724,0.00909363520953726,0.009091444441913005,0.00909146739602974,0.009091841714781862,0.009091447530556934,0.009091513526491504,0.7162514952325277,0.009092030377391785,0.009091462822812845
Seared Halibut With Bacon And Bean Relish,0.5797173710267338,0.005883478091711591,0.005883285005341704,0.005882955896370216,0.005883190351964416,0.005883161265790537,0.005883326785832117,0.37321727085893464,0.0058829164341158745,0.005883044283205176
Seared Scallops With Corn Cream,0.7359758342312173,0.2390180076079339,0.0031267692542423166,0.003125234609275076,0.003125388024982255,0.0031252456546348676,0.003125440243070893,0.0031261128408945314,0.003125539414135631,0.0031264281196132773
Seasoned Cornish Hens,0.5600418372559809,0.008335366925139606,0.008333967948642504,0.008334280771503548,0.008334561763490116,0.3732824510656063,0.008334833510798967,0.00833454149590388,0.008334032330223564,0.008334126932710566
Seasoned Swai Fish Fillet,0.0066676562806724715,0.006667935899293295,0.006667148207804497,0.0066670387338953006,0.006667409917296752,0.006667238358237593,0.00667043949056862,0.939988978097063,0.006668681871859547,0.006667473143308881
Sensational Sirloin Kabobs,0.0033343082833433486,0.0033345051288428593,0.003333882676549104,0.0033346512687025525,0.0033340085570434707,0.003334410129691778,0.43139513583318184,0.3043934526675112,0.003333690733641159,0.2408719547214927
Sensational Steak Sandwich,0.273675194535705,0.002703200088725625,0.0027031267713833605,0.13016476114578332,0.002703326706936883,0.0027031937133522644,0.002703241287039308,0.3631495992000281,0.0027033106113151153,0.216791045939731
Sesame Beef,0.007144125625394038,0.00714407435354404,0.007143502365945668,0.007143782444690452,0.00714337766548095,0.9357053086449542,0.007144718081220568,0.007144296817564915,0.007143257826736049,0.007143556174469122
Sexy Shrimp Scampi,0.010002444764684393,0.9099837446972917,0.010000948415403608,0.01000151729494866,0.010001911644367874,0.01000131015688855,0.010001114230940036,0.010004850161524585,0.01000161492859539,0.010000543705355188
Sherry Braised Beef Short Ribs ,0.9499929281091547,0.005556288866611544,0.005556588984326471,0.005556120673389696,0.005556993742753922,0.005556634304495452,0.005556014185147402,0.00555613165066551,0.005555970774172211,0.0055563287092829095
Short Rib And Cauliflower Curry,0.9727173631316782,0.003031843383302874,0.0030307982536768373,0.0030328485120994703,0.0030307683502198376,0.003031363189394932,0.0030315469139893304,0.0030314623326816886,0.0030312913418253148,0.0030307145911315785
Short Ribs Braised With Mushrooms And Tomatoes ,0.9608620953809826,0.004348487605388921,0.004348539064191626,0.004348719914470797,0.004349029009057808,0.004349008802644888,0.004348699326245926,0.004348548112930809,0.004348393973909688,0.004348478810176949
Shredded Beef Enchiladas,0.0038475989255946368,0.003847303795464732,0.5683616965060659,0.2622192310800962,0.0038473923506477416,0.14248714920263553,0.0038471936794270004,0.0038482520080416064,0.0038475380826439574,0.0038466443693825794
Shrimp And Asparagus,0.005263745238554958,0.9526217106710696,0.005263392801126518,0.005268097378518615,0.005263491062816697,0.005263464129187096,0.0052640734397148975,0.005264527418538663,0.005263920130799496,0.005263577729673439
Shrimp And Vegetable Couscous,0.35977364320298627,0.35692442475999286,0.004348132399326532,0.004349116663631091,0.004348350223049453,0.004348206252443106,0.004348299934265043,0.004348850134670307,0.2528626019221509,0.004348374507484343
Shrimp Florentine With Zoodles,0.0035721446183572944,0.5580108497003883,0.0035716984654867025,0.21074387823323337,0.0035718532507713965,0.003571747885301229,0.003571802166733202,0.20624241764505608,0.003571973502595152,0.003571634532077403
Shrimp Francesca,0.006254593291501028,0.9437198521107868,0.006251480900741365,0.00625300995091027,0.0062528674281654905,0.006252021346516754,0.006254460044885744,0.006250437962537432,0.00625896339743981,0.006252313566515391
Shrimp Lemon Pepper Linguini,0.004763252661698207,0.9571356628333231,0.004763787345388091,0.004762500973465095,0.00476236118663865,0.004762363828245797,0.004762359948102303,0.004763023524456029,0.004762661606376618,0.004762026092306099
Shrimp Linguine,0.0058832510411196285,0.9470532503378182,0.0058826704148546355,0.005883888373140029,0.005883188112594829,0.005882556172541197,0.00588263037274263,0.00588315413131879,0.005882841645143257,0.005882569398726944
Shrimp Po Boys,0.0031258420867901486,0.2254152850856232,0.13925224523572974,0.003125378123142435,0.003125478016864283,0.0031256841739155774,0.003125819039023565,0.0031258073706040847,0.0031255684183504003,0.6134528924499565
Shrimp Scampi Bake,0.007143280670297861,0.7949191481298652,0.007143039831810967,0.007143146038462382,0.14793358650327904,0.007143066368268986,0.007143790593640187,0.007144308324216387,0.0071429376191259955,0.007143695921032837
Shrimp Scampi With Pasta,0.003333781297127453,0.9699964530727132,0.003333471144222132,0.0033336560045838827,0.0033335906629252975,0.003333701906228944,0.0033336004045402246,0.0033344306908328443,0.003333909812818386,0.003333405004007617
Sicilian Christmas Pizza Sfincione,0.14839023999675027,0.0020836924300487824,0.002083586022747054,0.002083974967492617,0.002083594729172722,0.002083822195544948,0.0020836880800742075,0.00208394558205929,0.83493985329762,0.0020836026984901745
Simple Bbq Ribs,0.00909234403202956,0.009091956063437387,0.009091828533271527,0.009092032550462916,0.9181711353132237,0.009092413775846965,0.009092485620820196,0.009092358696126174,0.009091563423853958,0.009091881990927725
Simple Beef Pot Roast,0.9357050455110378,0.00714395579893189,0.00714436273662621,0.007143544707861024,0.007144645651930918,0.007143696536515153,0.007143860745826994,0.007143845680795697,0.007143491662197016,0.007143550968277219
Simple Broiled Haddock,0.006668312925886072,0.006669132784626901,0.006667777928867453,0.006667447270187631,0.006668420359819165,0.0066670505939950666,0.006667772548377636,0.9399890855592815,0.00666726642170027,0.006667733607258309
Simple Carnitas,0.9307543063787488,0.007693328689026349,0.00769410861215269,0.00769304075349953,0.0076969093183109835,0.007693422838354923,0.007694509534398494,0.007694588015609266,0.007692853454873438,0.007692932405025432
Simple Country Ribs,0.011114339405456081,0.011112946386194636,0.011112677023112468,0.011113406870662187,0.603186807548054,0.011113412988961973,0.3079075396583726,0.011113570465450908,0.011112183168026712,0.011113116485708346
Simple Garlic Shrimp,0.20998443012388612,0.755226627007625,0.004348322520558119,0.004348293106339839,0.004348593189291876,0.004348155962995756,0.0043486235581917075,0.004349506240303356,0.004349398366967534,0.004348049923840536
Simple Grilled Lamb Chops,0.9181622564054032,0.009093488280163604,0.009091794385640287,0.009092507929506903,0.009093158211280825,0.009094135927332568,0.009093222682817143,0.00909481563004953,0.009093015352434362,0.0090916051953717
Simple Hamburger Stroganoff,0.005883773226738098,0.005883705567797559,0.08239938369758723,0.6500342094894479,0.005882891909882436,0.00588255201734972,0.005883200306980236,0.005882445686369102,0.005882851877958475,0.2263849862198891
Simple Savory Pork Roast,0.010002361434522333,0.010001351801006258,0.01000085835382587,0.010000973813068893,0.9099901695545878,0.0100006531438809,0.010000951343863779,0.01000173239697925,0.010000441529653584,0.010000506628611273
Simple Spinach Lasagna,0.0035720113633017072,0.30020022328678675,0.0035717050384046216,0.6712223060233511,0.0035718513534158773,0.0035718925749398563,0.003571886243885503,0.003572233362394097,0.0035741245785086595,0.003571766175011829
Simply The Easiest Beef Brisket,0.34058160056726194,0.007693238026009065,0.007694264531901219,0.007694541523507165,0.0076935904500579815,0.007694105110502617,0.5978676592363028,0.00769360779566846,0.0076931901787532075,0.007694202580035511
Simply Traditional Lasagna,0.003572558565480726,0.0035720234447333362,0.003571924366908419,0.7177229885924273,0.07037640638701821,0.0035718226005918715,0.003571991710746563,0.0035722324948083686,0.18689613589324164,0.003571915944043644
Skillet Pork Chops With Potatoes And Onion,0.5206008415501758,0.0052649968805237885,0.005264203457749699,0.14656798780967603,0.005264125425962049,0.0052644785166190726,0.2959799072251927,0.005265155394823023,0.005264281087339226,0.005264022651938555
Slammin Salmon,0.16581908009583893,0.0038468072758618345,0.003846972461916738,0.0038465185039890204,0.003847262489912138,0.2144432697492904,0.257001233885327,0.33965500720377584,0.0038472173411720277,0.003846630992916124
Slider Style Mini Burgers ,0.009092797571033111,0.009091538480130622,0.009091265106378494,0.5434797923489869,0.009090978480792933,0.009091233876032601,0.009091425711787775,0.009091399449657842,0.009091524625307814,0.3837880443498917
Sloppy Joes Ii,0.006251846521416939,0.0062509205484635845,0.006251217425562117,0.006251328557435156,0.006252325932647778,0.006251343638092848,0.006251692031879006,0.48425789290340143,0.006250514532345813,0.4657309179087553
Slovak Stuffed Cabbage,0.7655591187117113,0.004349018028204964,0.004348167455055001,0.004349056169862544,0.004349035924441902,0.00434979078482589,0.004349478283106967,0.004348690042135305,0.004348661026790654,0.19964898357386546
Slow Braised Beef And Cherry Tomato Sauce,0.3466149220865314,0.3921260820670866,0.003571893760686782,0.003572610744340123,0.00357179449176688,0.0035724948512943226,0.0035721181741315247,0.003572432278529137,0.23625385543053543,0.0035717961150977954
Slow Cooked Corned Beef For Sandwiches,0.8220988198510705,0.009091417300796073,0.009092125353292332,0.009091626187745876,0.009093046789510279,0.009091949115899283,0.009093517873004235,0.009093478977318442,0.10516209210642224,0.009091926444940654
Slow Cooker Apple Cider Braised Pork,0.003334739997550897,0.20986720946408138,0.0033339012029703677,0.003333812544489287,0.7634616014609632,0.0033337557987214656,0.003333794857367257,0.0033339296793339305,0.00333378965987862,0.0033334653346436412
Slow Cooker Barbecue Ribs,0.005883443742526922,0.005883334455893619,0.005884533227502542,0.005884905893536485,0.5248170824169609,0.005884883868483855,0.4281102719190702,0.005884331776096299,0.00588306305974451,0.005884149640184696
Slow Cooker Barbeque,0.010002924502787206,0.010001765255331592,0.01000224512480244,0.010002709230532661,0.9099772140558144,0.010002895012994097,0.010003641795509064,0.010002772640555758,0.01000086466667786,0.010002967714995073
Slow Cooker Carolina Bbq,0.004762873994890818,0.004762602139899238,0.00476232029315503,0.004762229318907389,0.9571354580649598,0.004763113440255634,0.004762759640302825,0.00476322836822935,0.004762837891700507,0.004762576847699532
Slow Cooker Chile Verde,0.008335168334005164,0.008334489413854175,0.11747592078816003,0.00833566240175223,0.21130963651066464,0.008335343850441684,0.008334985541440304,0.6128704853616214,0.008334116751569552,0.008334191046490809
Slow Cooker Corned Beef And Cabbage ,0.9399938175448702,0.006666848049193237,0.006666971923062695,0.006667047713089078,0.006668507659120531,0.0066671145361911046,0.006668049966702366,0.006667140617094177,0.00666721360850485,0.006667288382171756
Slow Cooker Ham,0.014286322486764903,0.014285838215666731,0.014286018156048163,0.014285714412582447,0.014293387147724879,0.014288911478343292,0.014289287182607848,0.4494654160870813,0.01428645813537842,0.436232646697802
Slow Cooker Italian Beef,0.010001088361532863,0.01000094516624537,0.909991303690896,0.0100024401966513,0.010000538475681912,0.010000262088437725,0.010000497332204058,0.01000017552573056,0.01000116365308276,0.010001585509537237
Slow Cooker Italian Beef For Sandwiches,0.4039130772901013,0.005557419104711084,0.30243428884032114,0.2547560160738974,0.005557055512701917,0.00555596818025732,0.00555643044932656,0.005556986633301271,0.0055565131918423145,0.005556244723539766
Slow Cooker Pinto Beans,0.005002592511979565,0.00500070474588196,0.9549893815497386,0.005001041718918122,0.0050015381757349715,0.005001177971676691,0.005000716864363962,0.005001362465839513,0.005000619506641298,0.005000864489225381
Slow Cooker Pork Roast,0.5856331481695433,0.006668011760781518,0.006668022138679059,0.0066675316243014066,0.36102324661917107,0.006667640909458788,0.0066686323830175125,0.00666769252289116,0.00666808361607656,0.006667990256079833
Slow Cooker Posole,0.005264160107960982,0.005263798594635604,0.005266114872874832,0.005264774441394355,0.2678858759234533,0.005265105385185318,0.0052645360217214885,0.6899972989322457,0.005263810289338395,0.00526452543119007
Slow Cooker Pot Roast,0.005557895264456609,0.005556486512978452,0.9499899723746591,0.005556678185638636,0.0055567847753051494,0.005556003771841726,0.005556387593830381,0.005556324403849549,0.005556940178759088,0.00555652693868138
Slow Cooker Pulled Pork,0.01111181972829964,0.011111156673172362,0.011111798225737214,0.011111393506967814,0.01111301032155837,0.011112195705710868,0.655182272977691,0.011111131687233097,0.011111413063963306,0.25592380810966625
Slow Cooker Red Curry Beef Pot Roast,0.5363791296161106,0.002174194549729715,0.12140467882089213,0.0021742408679567378,0.0021742017039321766,0.10580316953534326,0.22336734333060224,0.0021744042983645674,0.002174362216878045,0.0021742750601906587
Slow Cooker Texas Pulled Pork,0.003334620373158461,0.06968245969429746,0.20200598213382365,0.0033339418990536115,0.5892805552921266,0.0033344510826224267,0.0033342130920596402,0.0033347843110722378,0.0033338651210390417,0.11902512700074687
Slow Cooker Turkey Breast,0.715436194262595,0.014286697330153088,0.17025548761184262,0.014288634137773648,0.014294446805254638,0.014289023118758749,0.01428785428986835,0.014288809364515175,0.014286247274265397,0.014286605804973367
Smoked Turkey And Spring Pea Fettuccine,0.22202726231320008,0.6308909046510442,0.004000440189487506,0.004000731350671074,0.004000500013183141,0.004000923823918223,0.004000453234141049,0.004001531549267028,0.11907697011993519,0.004000282755152396
Smokey Chipotle Meatloaf,0.39435653972357154,0.0035719326276573947,0.3113375480106967,0.00357231061194996,0.269299087496031,0.003572770277218161,0.003572535239890791,0.003572505847810056,0.0035720045385531224,0.003572765626621317
Smoky Grilled Pork Chops,0.005883456191999219,0.0058830415907879935,0.005883037328665673,0.00588322027693753,0.807092784733977,0.00588332561601292,0.005883505563032694,0.14584078813841972,0.005882685254660673,0.005884155305506421
Smothered Beef Short Ribs,0.954991474333759,0.0050015946052465446,0.0050006626524406825,0.005000853073279208,0.005001091665928052,0.005001015081616653,0.005000434387164172,0.005001469661385668,0.005000889831069192,0.0050005147081110405
So Simple Beef Stroganoff,0.6374740791107001,0.0071443275392667396,0.00714382801700434,0.30537704570193025,0.0071431917305647755,0.007143159921182518,0.007143565405461231,0.007142981367381583,0.0071439587114887435,0.007143862495019703
Soft Mahi Mahi Tacos With Ginger Lime Dressing,0.003846794824977707,0.003846921036599849,0.33756215817192636,0.0038467706204101623,0.0038465384301848904,0.003846350617756647,0.35840185504053257,0.2771095102190849,0.0038466217553435214,0.0038464792831833824
Sorta Blackened Chile Rubbed Pork,0.007144791187981655,0.007143682981138986,0.007144123013849006,0.007143407368295039,0.3110724344784719,0.0071439500652173875,0.3180586304372901,0.32086216228826625,0.0071435045171992576,0.0071433136622903225
Sous Vide Duck Breast,0.5444779888738867,0.010001455394150158,0.16276288096840114,0.010000875202717288,0.010002197408054362,0.01000214914393103,0.010002670477436689,0.22274843032605973,0.010001070503146874,0.010000281702215888
Sous Vide New York Strip Steak,0.9678520795859589,0.003572250818352545,0.003571876949009237,0.0035718189631492587,0.0035721271871014676,0.003572047609646737,0.0035720687537946876,0.0035723124752814364,0.0035717921718643854,0.003571625485841456
Southern Grilled Barbecued Ribs,0.004546720721104957,0.004547493012042396,0.004545730812520414,0.004545807867846622,0.9590810086894639,0.004547242076682951,0.004546594165465324,0.004546242743435031,0.004546300662019159,0.0045468592494194125
Souvlaki,0.006251256361240445,0.006250824896671295,0.006250751139232833,0.006251315104579917,0.0062511857921707875,0.006251935414610745,0.4635262306349474,0.48646540863491033,0.006250529099077802,0.006250562922558504
Soy Ginger Salmon,0.006250595172000865,0.006250795974713068,0.006250426828319696,0.006250516033341559,0.006250813403201523,0.006251509134202764,0.6110962038988055,0.33889776526552756,0.006250633561475385,0.006250740728412153
Spaghetti Aglio E Olio,0.005884132413535071,0.005884474207090907,0.005883084855251772,0.3936939961530537,0.005883742680355237,0.005883023145805895,0.005883135414943284,0.005884743212753356,0.55923688901713,0.0058827789000806055
Spaghetti Squash Casserole In The Shell,0.00588381114081674,0.0058834605512608,0.005883214249305595,0.9470480561748383,0.005883370055565891,0.0058827746974857275,0.005883165277771831,0.0058860163676354325,0.005883012057771232,0.005883119427548491
Spaghetti Squash Pad Thai,0.0023817811224787263,0.0023816600689741283,0.12310405985179168,0.002381783656154128,0.0023813636867810457,0.2832393236663778,0.2020408113395525,0.08977972661964634,0.28992829270882864,0.002381197279414955
Spaghetti With Clam Sauce ,0.005000521386490763,0.9549926383880154,0.0050002514704116695,0.005001370394941005,0.005000370535243054,0.005000117491112965,0.005000358078086208,0.005002325574821311,0.005001707521040139,0.005000339159837415
Spanakopita Greek Spinach Pie,0.005264009178359767,0.005264240524179025,0.0052635685752812815,0.6416639685994728,0.005263409928729774,0.005264594844945932,0.005263806967474163,0.00526467350831174,0.3162239303118279,0.005263797561417739
Spanish Octopus,0.2808370914077559,0.0033339615458896376,0.0033335811811760654,0.003333795990115482,0.0033339916173515745,0.0033344275021317555,0.0033340730182427423,0.692491225841398,0.0033338483979664124,0.0033340034979726027
Spicy Chicken Noodles,0.108449619055824,0.0022730989103471404,0.07516262340769306,0.0022736458253900557,0.0022731469750112213,0.31603997716909843,0.3117051474887689,0.1772764740347557,0.002273198312034418,0.002273068821076988
Spicy Chipotle Turkey Burgers,0.0052647611830795756,0.005264297937043535,0.5259724034270585,0.3316504106340752,0.005264469926248586,0.005264293809173675,0.005264653884236148,0.005264413237400495,0.005264052368898566,0.10552624359278553
Spicy Crispy Beef,0.11519027554837329,0.0033337913262347215,0.0033339795335679935,0.003333764926149111,0.0033340251874976116,0.2591459217865425,0.4252536979790085,0.1804070694112878,0.003333822367308223,0.0033336519340302186
Spicy Eggplant,0.004167801401182268,0.00416727492625262,0.004167351772619021,0.0041676736481643046,0.00416753347133066,0.8963908390168274,0.004167719945062809,0.004167601922521827,0.07026913521855602,0.004167068677482969
Spicy Grilled Shrimp,0.007143880023185395,0.40417096983930983,0.0071432653745692985,0.007143319938747858,0.007143669044445547,0.007143558984738115,0.007143572046122293,0.5386810563613844,0.007143609168608035,0.0071430992188891845
Spicy Pork And Vegetable Tofu,0.08069751159849607,0.0030306979589682847,0.003030776228030668,0.003030797435731083,0.0030314497343319723,0.6621659212682411,0.11963517132353421,0.11931579995908408,0.003030723345640986,0.0030311511479415632
Spicy Salmon With Caramelized Onions,0.005001022124139146,0.00500077958680578,0.005000537765455712,0.005000705090183552,0.37449503608228063,0.005001020116556205,0.005001454152480913,0.5854974491510002,0.005000639658560526,0.005001356272537206
Spicy Shrimp And Grits,0.003572237235099668,0.20981791459565624,0.16203133265563296,0.4401336732230866,0.0035718149268894146,0.003572336296418642,0.0035718335213605437,0.003572334356761344,0.0035717742842555997,0.1665847489048391
Spicy Shrimp Creole,0.5944458082921293,0.1735188340689977,0.004167408849834647,0.004167653303433151,0.004167642368475103,0.20286184973171167,0.004168109512903983,0.0041676871680802275,0.0041674997478234705,0.00416750695661081
Spicy Vegan Potato Curry,0.8085763557507747,0.0041671792696109464,0.004167588167428592,0.004167224569611982,0.004167123755279999,0.004167165977174045,0.15808538736736777,0.004167403409984261,0.004167300973384747,0.004167270759382922
